ID	SITE	SPECIES	FIRSTCEN	DEATHYEAR	HT83	HT84	HT85	HT86	HT87	HT88	HT89	HT90	HT91	HT92	HT93	HT94	HT95	HT96	HT97	HT98	HT99	HT00	HGRO8384	HGRO8485	HGRO8586	HGRO8687	HGRO8788	HGRO8889	HGRO8990	HGRO9091	HGRO9192	HGRO9293	HGRO9394	HGRO9495	HGRO9596	HGRO9697	HGRO9798	HGRO9899	HGRO9900	DIA83	DIA84	DIA85	DIA86	DIA87	DIA88	DIA89	DIA90	DIA91	DIA92	DIA93	DIA94	DIA95	DIA96	DIA97	DIA98	DIA99	DIA00	DGRO8384	DGRO8485	DGRO8586	DGRO8687	DGRO8788	DGRO8889	DGRO8990	DGRO9091	DGRO9192	DGRO9293	DGRO9394	DGRO9495	DGRO9596	DGRO9697	DGRO9798	DGRO9899	DGRO9900	HOW83	HOW84	HOW85	HOW86	HOW87	HOW88	HOW89	HOW90	HOW91	HOW92	HOW93	HOW94	HOW95	HOW96	HOW97	HOW98	HOW99	HOW00	HTMED83	HTMED84	HTMED85	HTMED86	HTMED87	HTMED88	HTMED89	HTMED90	HTMED91	HTMED92	HTMED93	HTMED94	HTMED95	HTMED96	HTMED97	HTMED98	HTMED99	HTMED00	DATE83	DATE84	DATE85	DATE86	DATE87	DATE88	DATE89	DATE90	DATE91	DATE92	DATE93	DATE94	DATE95	DATE96	DATE97	DATE98	DATE99	DATE00	STMCON84	STMCON85	STMCON86	STMCON87	STMCON88	STMCON89	STMCON90	STMCON91	STMCON92	STMCON93	STMCON94	STMCON95	STMCON96	STMCON97	STMCON98	STMCON99	STMCON00	CRNPO83	CRNPO84	CRNPO85	CRNPO86	CRNPO87	CRNPO88	CRNPO89	CRNPO90	CRNPO91	CRNPO92	CRNPO93	CRNPO94	CRNPO95	CRNPO96	CRNPO97	CRNPO98	CRNPO99	CRNPO00	CRNABV1	HAB83	HAB84	HAB85	HAB86	HAB87	HAB88	HAB89	HAB90	HAB91	HAB92	HAB93	HAB94	HAB95	HAB96	HAB97	HAB98	HAB99	HAB00
60200	AREAI	LA	1983	1991	48	34	56	18	29	24	39	32	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-14	23.3	-38	12.1	-5	25.1	-7	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2.2	3.4	3.2	5.2	6	5.5	5.5	5.9	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.1	-0.2	-999	0.9	-0.4	0	0.4	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	40	40M	40M	10M	10M	10M	10M	10M	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4/22/1983	5/23/1984	5/3/1985	6/5/1986	5/4/1987	6/21/1988	1/25/1989	2/26/1990	2/19/1991	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	D	N	RA	D	D	D	D	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	1.5	1.5	1.5	2	2	2	1.75	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	2	4	3	4	4	4	4	4	4	-999	-999	-999	-999	-999	-999	-999	-999	-999
60202	AREAI	LA	1983	-999	-999	161	219	226	268	269	266	220	260	355	385	342	343	370	75	93	120	100	-999	61.4	6.4	46	0.9	-3	-46	40.8	74.6	31.9	-43	1.1	25.3	-295	18.4	27.8	-20	-999	10.8	11.8	13.7	14.7	17	16.9	16.9	16.9	18.2	19.5	20.8	21	22.5	23.1	23.2	24	24	-999	1.1	1.7	1.1	2	-0.2	0	0	1	1.4	1.3	0.2	1.4	0.6	0.1	0.8	0	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	-999	40	43M	43M	43M	43M	43M	43M	43M	43M	43M	43M	43M	43M	43M	43M	43M	43M	4/22/1983	5/23/1984	5/3/1985	6/5/1986	5/4/1987	6/21/1988	1/25/1989	2/26/1990	2/19/1991	5/29/1992	5/7/1993	5/5/1994	3/31/1995	4/24/1996	5/26/1997	5/18/1998	5/7/1999	2/24/2000	D	D	N	D	D	N	RA	D	N	N	N	N	N	D	D	D	D	3	2.5	2.25	2.5	2.5	2	2.5	2.25	2	2	2	2	1.5	1.5	1.5	1.5	1.5	1.5	1	1	4	3	4	3.5	3.5	4	4	4	4	4	4	4	4	4	4	4	4
60273	AREAI	LA	1983	-999	73	90	104	124	137	210	206	212	241	249	290	300	305	312	315	310	322	304	16.7	12.8	19	12.9	65.5	-4	6.2	41.2	6.2	44	10.1	4.8	7.2	2.9	-5	12.2	-18	9	10.1	11.3	11.8	13.1	14.6	15.7	16.3	16.7	19.8	20.7	21.2	21.3	21.5	21.8	21.8	21.8	21.8	-999	1.1	0.5	1.3	1.3	1.1	0.6	0.6	2.4	1	0.5	0.1	0.2	0.3	0	0	0	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	40	40M	40M	40M	40M	40M	40M	40M	40M	40M	40M	40M	40M	40M	40M	40M	40M	40M	3/3/1983	3/8/1984	4/10/1985	4/30/1986	5/4/1987	6/14/1988	6/19/1989	6/6/1990	2/18/1991	6/1/1992	5/7/1993	5/5/1994	5/22/1995	5/13/1996	5/23/1997	5/22/1998	5/17/1999	2/15/2000	D	D	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	2	2	1.75	2	2	2.25	2	2	2	1.75	1.75	1.5	1.5	1.5	1.5	1.5	1.5	1.5	3	2	4	4	4	3	3	3	3	3	3	3	3.5	4	4	4	4	4	4
60276	AREAI	LA	1983	1990	56	63	65	63	72	45	9	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	6.9	1.7	-2	9.9	-27	-36	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	3.3	3.8	4.1	3.9	4.6	6.7	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.3	0.4	0.3	-0.2	0.6	-0.2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CAL	CAL	CAL	CAL	CAL	CAL	CAL	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	40	40M	40M	40M	40M	40M	4M	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3/3/1983	3/8/1984	5/2/1985	6/6/1986	5/4/1987	6/14/1988	6/19/1989	6/6/1990	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	N	N	D	N	H	HR	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	1.5	1.5	1.5	2	1.5	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	2	4	3.5	4	4	4	4	4	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
60274	AREAI	LA	1983	2000	128	167	184	195	210	225	228	240	62	198	242	250	298	307	309	300	302	-999	38.4	14.8	11.1	14.8	13.2	3	12.4	-178	105.8	46.8	8.1	49.2	8.6	1.9	-9	2	-999	9.9	10.1	10.4	12	12.8	13.2	11	12.2	12.2	11.3	13.8	15.3	15.3	15.4	15.5	15.5	15.5	9004	0.2	0.3	1.6	0.8	0.4	0.5	1.2	0	-999	2.7	1.5	0	0.1	0.1	0	0	-999	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	REV	40	40	40M	40M	40M	40M	130M	130M	130M	40M	40M	40M	40M	40M	40M	40M	40M	-999	3/3/1983	3/8/1984	5/2/1985	4/30/1986	5/4/1987	6/21/1988	6/19/1989	6/6/1990	2/18/1991	6/1/1992	5/10/1993	5/5/1994	4/26/1995	5/13/1996	5/26/1997	5/22/1998	5/17/1999	2/15/2000	N	N	N	N	N	N	N	HR	D	D	D	D	D	D	D	D	-999	2	1.5	2	1.75	2	2	2	2	2.5	2	2	2	2	1.5	1.5	1.5	1.5	-999	1	2	3.5	3	3.5	4	4	4	4	4	3	3.5	4	4	4	4	4	4	4
60305	AREAI	LA	1983	-999	197	187	187	187	173	176	177	172	175	182	177	177	176	180	211	186	184	189	-10	0	0	-14	2.6	1.7	-5	3.1	5.5	-5	0	-1	3.7	28.5	-25	-2	6.4	7.5	7.3	7.3	8.1	8.3	8	8.4	8.9	8.9	9.5	9.5	9.8	9.8	10.1	10.5	11.1	11.8	12	-0.2	0	0.7	0.2	-0.3	0.7	0.5	0	0.5	0	0.3	0	0.3	0.4	0.6	0.7	0.3	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	130	129M	129M	129M	129M	129M	129M	129M	129M	129M	129M	129M	129M	129M	129M	129M	129M	129M	4/9/1983	5/23/1984	5/3/1985	6/5/1986	5/4/1987	6/21/1988	1/25/1989	2/26/1990	2/19/1991	5/29/1992	5/7/1993	5/5/1994	3/31/1995	4/24/1996	5/26/1997	5/20/1998	5/7/1999	2/15/2000	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	1.5	1.5	1.75	2	1.75	1.5	2	2	1.75	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
60198	AREAI	LA	1983	1986	62	69	71	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	6.4	2.1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2.6	3.3	3.6	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.6	0.3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CAL	CAL	CAL	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	40	40M	41M	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4/22/1983	5/23/1984	5/3/1985	6/5/1986	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.5	1.5	1.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	3	4	4	4	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
8032	AREAI	HM	1983	-999	93	107	120	137	151	132	144	174	195	149	157	174	188	190	191	211	218	226	13.5	13.6	15.7	15.5	-19	19.5	27.6	21.4	-46	8.6	17.1	15.5	1.9	0.9	20.3	7.3	10	6.7	8.2	9.1	11	11.5	11.8	12.1	13.1	13.6	13.9	14.5	14.5	14.5	14.5	14.6	15	15	15.3	1.4	0.9	1.8	0.6	0.3	0.5	0.9	0.5	0.2	0.6	0	0	0	0.1	0.4	0	0.4	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	40	40	40M	40M	40M	40M	40M	40M	40M	40M	40M	40M	40M	40M	40M	40M	40M	40M	5/10/1983	5/23/1984	5/6/1985	6/5/1986	4/30/1987	6/14/1988	1/25/1989	2/26/1990	2/19/1991	6/1/1992	5/7/1993	5/5/1994	3/31/1995	4/24/1996	5/26/1997	5/20/1998	5/7/1999	2/24/2000	N	N	N	N	D	D	N	N	D	D	D	D	D	D	N	N	N	2	2	2	2	2	2.25	2	2	2	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
60207	AREAI	LA	1983	1984	29	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3.4	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CAL	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5/10/1983	5/23/1984	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
5085	AREAI	MG	1983	1984	52	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2.6	9004	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CAL	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	40	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3/3/1983	3/8/1984	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
5084	AREAI	MG	1983	1985	197	57	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-140	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	12.6	-999	9005	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CAL	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	41	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3/3/1983	3/8/1984	5/2/1985	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	HR	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	2.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	3	4	4	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
60175	AREAI	LA	1983	-999	208	243	280	346	332	338	367	377	380	400	410	425	426	427	439	451	437	458	34.4	33.9	62.6	-14	5.3	29.2	10.4	4.3	15.6	10.6	15.2	1	1	11.7	12	-14	28	16.3	16.9	19.6	20.6	20.4	20.5	20.5	21.5	21.9	23.5	25.1	25.8	26	26.2	26.4	26.8	27.6	27.8	0.6	2.5	0.9	-0.2	0.1	0	1	0.6	1.2	1.7	0.7	0.2	0.2	0.2	0.4	0.8	0.3	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	40	43M	43M	43M	43M	43M	130M	130M	130M	130M	130M	130M	130M	130M	130M	130M	130M	130M	3/3/1983	3/8/1984	4/10/1985	4/30/1986	5/4/1987	6/21/1988	6/19/1989	6/6/1990	2/18/1991	6/1/1992	5/10/1993	5/5/1994	4/26/1995	5/13/1996	5/23/1997	5/22/1998	5/17/1999	2/15/2000	N	N	N	N	N	D	N	N	N	N	N	N	N	N	N	N	N	2	2.25	2	2	2	2	2.25	2	2	1.75	1.5	1.75	1.5	1.75	2	1.75	1.5	1.5	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
5083	AREAI	MG	1983	1999	186	200	220	222	228	243	250	248	250	255	255	255	257	255	257	258	-999	-999	13.8	18.3	1.9	5.9	13.2	7	-2	2.8	3.9	0	0	2.1	-2	1.9	1	-999	-999	9.1	9.7	10.1	11	11.2	11.5	11.6	11.5	11.8	11.8	11.8	11.3	11.3	11.3	11.3	11.3	9003	-999	0.6	0.4	0.9	0.2	0.3	0.1	-0.1	0.4	0	0	-0.5	0	0	0	0	-999	-999	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	-999	-999	40	40	40	40M	40M	40M	40M	40M	40M	40M	40M	40M	40M	40M	40M	40M	-999	-999	3/3/1983	3/8/1984	4/10/1985	4/30/1986	5/4/1987	6/21/1988	6/19/1989	6/6/1990	2/18/1991	6/1/1992	5/10/1993	5/5/1994	4/26/1995	5/13/1996	5/23/1997	5/22/1998	5/17/1999	7/7/1977	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	-999	-999	2	1.75	1.5	1.5	1.5	1.5	2	2	2	2	1.5	1.5	1.5	1.5	1.5	1.5	-999	-999	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	-999
9969	AREAI	DP	1983	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1710	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	DEN	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	600	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	999	999	999	999	-999	3/31/1983	3/6/1984	4/10/1985	6/6/1986	5/4/1987	6/21/1988	1/24/1989	6/6/1990	2/18/1991	6/1/1992	5/10/1993	5/5/1994	4/26/1995	5/13/1996	5/23/1997	5/22/1998	5/17/1999	2/15/2000	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
50295	AREAI	MG	1983	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	569	572	574	575	575	574	575	575	575	575	575	575	575	575	575	575	575	575	4.4	1.8	0.9	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	1000	600	7/1/1983	3/6/1984	4/10/1985	6/6/1986	2/6/1987	1/25/1988	1/24/1989	2/13/1990	2/18/1991	6/1/1992	5/10/1993	5/24/1994	4/26/1995	5/13/1996	5/23/1997	5/22/1998	5/17/1999	2/15/2000	N	N	N	N	N	RA	RA	RA	RA	RA	RA	RA	RA	RA	RA	RA	RA	2.5	2.75	2.5	2.75	2.75	3	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	1	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
60196	AREAI	LA	1983	1985	65	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2.4	3.8	9005	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CAL	CAL	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	40	40M	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4/1/1983	5/23/1984	5/3/1985	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	H	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	2	-999	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
8026	AREAI	HM	1983	1985	86	91	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4.4	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	15.4	13.8	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CAL	CAL	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4/1/1983	5/23/1984	5/3/1985	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	D	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	1.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	3	3.5	4	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
8027	AREAI	HM	1983	1990	50	59	62	65	49	52	55	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	7.9	3.2	2.8	-16	2.6	5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	14.1	15.3	15	5.1	5.1	5.6	5.4	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-0.3	1.5	0	0.4	-0.3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CAL	CAL	CAL	CAL	CAL	CAL	CAL	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	0	0	40M	40M	40M	40M	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4/1/1983	5/23/1984	5/3/1985	6/5/1986	5/4/1987	6/21/1988	1/25/1989	2/26/1990	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	D	D	D	D	D	D	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	1.5	1.5	1.5	1.5	1.5	1.75	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	2	3	3	3	3	3	3	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
8028	AREAI	HM	1983	1985	89	77	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-12	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3.9	4.4	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CAL	CAL	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	42	37M	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4/9/1983	5/23/1984	5/3/1985	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	D	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	1.75	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	3	3	4	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
8029	AREAI	HM	1983	-999	167	175	202	222	229	249	255	271	303	324	346	-999	203	215	212	235	240	252	7.2	27.8	18.5	7.8	17.8	9.7	14.7	32.6	16.5	23.4	-999	-999	11.2	-3	23.4	5.2	14.9	7.7	8.9	8.5	9.4	9.8	10.8	11.3	11.9	12	12.5	12.5	-999	12.2	12.2	12.2	12.2	12.2	12.2	1.1	-0.4	0.8	0.4	0.9	0.8	0.6	0.1	0.4	0	-999	-999	0	0	0	0	0	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	-999	CAL	CAL	CAL	CAL	CAL	CAL	131	124M	124M	124M	124M	124M	124M	124M	124M	124M	124M	-999	130M	130M	130M	130M	130M	130M	4/9/1983	5/17/1984	5/6/1985	6/5/1986	4/30/1987	6/14/1988	1/25/1989	2/26/1990	2/19/1991	5/29/1992	5/7/1993	5/5/1994	3/31/1995	4/24/1996	5/26/1997	5/20/1998	5/7/1999	2/24/2000	D	N	N	N	N	N	N	N	N	N	-999	D	D	D	D	D	D	2.5	2	2	2	2.5	2	2.5	2.25	2	1.75	1.75	-999	1.5	1.5	1.5	1.5	1.5	1.5	2	1.5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
